3-куча,10001,10001000,1,1,3.853020
15-куча,10001,10001000,1,1,3.871520
3-куча,10001,10001000,1,2,4.960509
15-куча,10001,10001000,1,2,5.084805
3-куча,10001,10001000,1,3,5.363714
15-куча,10001,10001000,1,3,5.370602
3-куча,10001,10001000,1,4,5.892324
15-куча,10001,10001000,1,4,6.458442
3-куча,10001,10001000,1,5,6.256209
15-куча,10001,10001000,1,5,5.953395
3-куча,10001,10001000,1,6,6.424479
15-куча,10001,10001000,1,6,6.612699
3-куча,10001,10001000,1,7,6.657169
15-куча,10001,10001000,1,7,6.564907
3-куча,10001,10001000,1,8,5.966238
15-куча,10001,10001000,1,8,5.766854
3-куча,10001,10001000,1,9,6.021258
15-куча,10001,10001000,1,9,6.443741
3-куча,10001,10001000,1,10,6.422889
15-куча,10001,10001000,1,10,5.957743
3-куча,10001,10001000,1,11,6.049019
15-куча,10001,10001000,1,11,6.602437
3-куча,10001,10001000,1,12,6.381426
15-куча,10001,10001000,1,12,6.505487
3-куча,10001,10001000,1,13,6.816299
15-куча,10001,10001000,1,13,6.248204
3-куча,10001,10001000,1,14,7.127825
15-куча,10001,10001000,1,14,7.322493
3-куча,10001,10001000,1,15,7.289303
15-куча,10001,10001000,1,15,6.745880
3-куча,10001,10001000,1,16,6.900052
15-куча,10001,10001000,1,16,7.975377
3-куча,10001,10001000,1,17,7.415450
15-куча,10001,10001000,1,17,7.445064
3-куча,10001,10001000,1,18,8.915640
15-куча,10001,10001000,1,18,7.190830
3-куча,10001,10001000,1,19,7.375721
15-куча,10001,10001000,1,19,8.492730
3-куча,10001,10001000,1,20,7.133353
15-куча,10001,10001000,1,20,7.715288
3-куча,10001,10001000,1,21,7.724220
15-куча,10001,10001000,1,21,7.567879
3-куча,10001,10001000,1,22,7.648953
15-куча,10001,10001000,1,22,9.180874
3-куча,10001,10001000,1,23,8.314677
15-куча,10001,10001000,1,23,9.051291
3-куча,10001,10001000,1,24,8.036547
15-куча,10001,10001000,1,24,8.884226
3-куча,10001,10001000,1,25,9.104250
15-куча,10001,10001000,1,25,8.804599
3-куча,10001,10001000,1,26,12.307317
15-куча,10001,10001000,1,26,12.096849
3-куча,10001,10001000,1,27,11.654606
15-куча,10001,10001000,1,27,12.018847
3-куча,10001,10001000,1,28,13.023636
15-куча,10001,10001000,1,28,13.927375
3-куча,10001,10001000,1,29,14.218960
15-куча,10001,10001000,1,29,13.776959
3-куча,10001,10001000,1,29,9.814923
15-куча,10001,10001000,1,29,10.618652
3-куча,10001,10001000,1,30,10.776797
15-куча,10001,10001000,1,30,9.556689
3-куча,10001,10001000,1,31,11.858781
15-куча,10001,10001000,1,31,12.752594
3-куча,10001,10001000,1,32,15.325933
15-куча,10001,10001000,1,32,13.632393
3-куча,10001,10001000,1,33,12.678525
15-куча,10001,10001000,1,33,15.064695
3-куча,10001,10001000,1,34,13.592355
15-куча,10001,10001000,1,34,15.473067
3-куча,10001,10001000,1,35,14.465151
15-куча,10001,10001000,1,35,15.022656
3-куча,10001,10001000,1,36,14.403093
15-куча,10001,10001000,1,36,15.321929
3-куча,10001,10001000,1,37,17.763149
15-куча,10001,10001000,1,37,15.736305
3-куча,10001,10001000,1,38,15.972520
15-куча,10001,10001000,1,38,15.395997
3-куча,10001,10001000,1,39,17.686078
15-куча,10001,10001000,1,39,17.632029
3-куча,10001,10001000,1,40,17.788171
15-куча,10001,10001000,1,40,17.531938
3-куча,10001,10001000,1,41,19.816015
15-куча,10001,10001000,1,41,19.035305
3-куча,10001,10001000,1,42,10.160238
15-куча,10001,10001000,1,42,10.028116
3-куча,10001,10001000,1,43,11.064059
15-куча,10001,10001000,1,43,12.300182
3-куча,10001,10001000,1,44,13.180983
15-куча,10001,10001000,1,44,11.595541
3-куча,10001,10001000,1,45,12.935759
15-куча,10001,10001000,1,45,12.430300
3-куча,10001,10001000,1,46,15.267880
15-куча,10001,10001000,1,46,13.467243
3-куча,10001,10001000,1,47,16.286807
15-куча,10001,10001000,1,47,17.685077
3-куча,10001,10001000,1,48,17.373795
15-куча,10001,10001000,1,48,17.785168
3-куча,10001,10001000,1,49,16.881346
15-куча,10001,10001000,1,49,17.793176
3-куча,10001,10001000,1,50,18.640947
15-куча,10001,10001000,1,50,18.263603
3-куча,10001,10001000,1,51,17.099546
15-куча,10001,10001000,1,51,17.947316
3-куча,10001,10001000,1,52,18.742038
15-куча,10001,10001000,1,52,18.953231
3-куча,10001,10001000,1,53,22.407370
15-куча,10001,10001000,1,53,20.865970
3-куча,10001,10001000,1,54,21.205278
15-куча,10001,10001000,1,54,18.999272
3-куча,10001,10001000,1,55,24.638398
15-куча,10001,10001000,1,55,21.841856
3-куча,10001,10001000,1,56,17.214650
15-куча,10001,10001000,1,56,18.812101
3-куча,10001,10001000,1,57,22.828754
15-куча,10001,10001000,1,57,22.821747
3-куча,10001,10001000,1,58,19.911101
15-куча,10001,10001000,1,58,20.516651
3-куча,10001,10001000,1,59,21.649682
15-куча,10001,10001000,1,59,19.796998
3-куча,10001,10001000,1,60,24.773522
15-куча,10001,10001000,1,60,22.485441
3-куча,10001,10001000,1,61,24.473249
15-куча,10001,10001000,1,61,25.071792
3-куча,10001,10001000,1,62,22.290264
15-куча,10001,10001000,1,62,20.920019
3-куча,10001,10001000,1,63,25.437125
15-куча,10001,10001000,1,63,21.895905
3-куча,10001,10001000,1,64,18.354687
15-куча,10001,10001000,1,64,20.908007
3-куча,10001,10001000,1,65,25.736396
15-куча,10001,10001000,1,65,25.242949
3-куча,10001,10001000,1,66,23.337216
