3-куча,10001,100020001,1,1,33.100091
15-куча,10001,100020001,1,1,33.111101
3-куча,10001,100020001,1,2,33.958872
15-куча,10001,100020001,1,2,33.744676
3-куча,10001,100020001,1,3,35.489263
15-куча,10001,100020001,1,3,34.545406
3-куча,10001,100020001,1,4,36.804458
15-куча,10001,100020001,1,4,38.054596
3-куча,10001,100020001,1,5,40.442766
15-куча,10001,100020001,1,5,39.427844
3-куча,10001,100020001,1,6,41.626843
15-куча,10001,100020001,1,6,43.529573
3-куча,10001,100020001,1,7,44.907825
15-куча,10001,100020001,1,7,44.009009
3-куча,10001,100020001,1,8,49.199728
15-куча,10001,100020001,1,8,49.048589
3-куча,10001,100020001,1,9,47.548226
15-куча,10001,100020001,1,9,49.395905
3-куча,10001,100020001,1,10,56.844676
15-куча,10001,100020001,1,10,49.764241
3-куча,10001,100020001,1,11,53.715833
15-куча,10001,100020001,1,11,53.660783
3-куча,10001,100020001,1,12,55.244222
15-куча,10001,100020001,1,12,54.159235
3-куча,10001,100020001,1,13,57.982712
15-куча,10001,100020001,1,13,58.621291
3-куча,10001,100020001,1,14,55.612557
15-куча,10001,100020001,1,14,59.122748
3-куча,10001,100020001,1,15,62.588899
15-куча,10001,100020001,1,15,56.938762
3-куча,10001,100020001,1,16,61.146588
15-куча,10001,100020001,1,16,60.590081
3-куча,10001,100020001,1,17,64.232437
15-куча,10001,100020001,1,17,61.525934
3-куча,10001,100020001,1,18,65.401455
15-куча,10001,100020001,1,18,60.764241
3-куча,10001,100020001,1,19,66.039036
15-куча,10001,100020001,1,19,65.974977
3-куча,10001,100020001,1,20,61.503914
15-куча,10001,100020001,1,20,64.873977
3-куча,10001,100020001,1,21,66.971885
15-куча,10001,100020001,1,21,71.724204
3-куча,10001,100020001,1,22,69.977420
15-куча,10001,100020001,1,22,68.623477
3-куча,10001,100020001,1,23,71.240717
15-куча,10001,100020001,1,23,73.561575
3-куча,10001,100020001,1,24,73.414741
15-куча,10001,100020001,1,24,71.266788
3-куча,10001,100020001,1,25,73.121474
15-куча,10001,100020001,1,25,70.676466
3-куча,10001,100020001,1,26,69.016859
15-куча,10001,100020001,1,26,78.843647
3-куча,10001,100020001,1,27,77.336812
15-куча,10001,100020001,1,27,80.401342
3-куча,10001,100020001,1,28,71.899259
15-куча,10001,100020001,1,28,72.586344
