3-куча,1,100,1,1000000,0.000025
15-куча,1,100,1,1000000,0.000028
3-куча,101,10100,1,1000000,0.007295
15-куча,101,10100,1,1000000,0.008302
3-куча,201,20100,1,1000000,0.022363
15-куча,201,20100,1,1000000,0.021594
3-куча,301,30100,1,1000000,0.052888
15-куча,301,30100,1,1000000,0.046566
3-куча,401,40100,1,1000000,0.051627
15-куча,401,40100,1,1000000,0.062181
3-куча,501,50100,1,1000000,0.096665
15-куча,501,50100,1,1000000,0.094107
3-куча,601,60100,1,1000000,0.188209
15-куча,601,60100,1,1000000,0.135348
3-куча,701,70100,1,1000000,0.226382
15-куча,701,70100,1,1000000,0.191932
3-куча,801,80100,1,1000000,0.278940
15-куча,801,80100,1,1000000,0.270997
3-куча,901,90100,1,1000000,0.277690
15-куча,901,90100,1,1000000,0.327310
3-куча,1001,100100,1,1000000,0.280332
15-куча,1001,100100,1,1000000,0.447140
3-куча,1101,110100,1,1000000,0.418080
15-куча,1101,110100,1,1000000,0.367514
3-куча,1201,120100,1,1000000,0.574957
15-куча,1201,120100,1,1000000,0.630218
3-куча,1301,130100,1,1000000,0.495953
15-куча,1301,130100,1,1000000,0.662679
3-куча,1401,140100,1,1000000,0.565196
15-куча,1401,140100,1,1000000,0.615435
3-куча,1501,150100,1,1000000,0.638793
15-куча,1501,150100,1,1000000,0.624883
3-куча,1601,160100,1,1000000,0.749548
15-куча,1601,160100,1,1000000,0.747036
3-куча,1701,170100,1,1000000,0.829728
15-куча,1701,170100,1,1000000,0.732891
3-куча,1801,180100,1,1000000,0.917520
15-куча,1801,180100,1,1000000,1.138658
3-куча,1901,190100,1,1000000,0.848772
15-куча,1901,190100,1,1000000,0.875842
3-куча,2001,200100,1,1000000,1.196929
15-куча,2001,200100,1,1000000,0.946702
3-куча,2101,210100,1,1000000,1.012342
15-куча,2101,210100,1,1000000,0.814251
3-куча,2201,220100,1,1000000,1.445023
15-куча,2201,220100,1,1000000,1.338852
3-куча,2301,230100,1,1000000,1.511791
15-куча,2301,230100,1,1000000,1.361997
3-куча,2401,240100,1,1000000,1.277439
15-куча,2401,240100,1,1000000,1.496667
3-куча,2501,250100,1,1000000,1.246734
15-куча,2501,250100,1,1000000,1.520366
3-куча,2601,260100,1,1000000,1.596319
15-куча,2601,260100,1,1000000,1.412341
3-куча,2701,270100,1,1000000,1.697780
